,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
533,Queso cotija,Queso cotija,14134000,0,73,0,3.97,100,15.4,0.0,0,0,0.114,20.0,223,0.486,17.7,0.0,0.029,38.0,8.333,1.187,17.5,30.0,800,0.238,0.0,38,729,125,1400,3.87,229,2.26,0.049,0.0,0.25,1.9
536,Cottage cheese,"Cottage cheese, farmer's",14201200,0,22,0,3.18,31,18.6,0.0,0,0,0.093,10.49,82,0.154,9.1,2.52,0.025,75.19,2.394,0.329,5.198,9.8,78,0.027,0.07,8,150,98,297,0.38,83,0.41,0.043,0.0,0.24,0.5
542,Puerto Rican white cheese,Puerto Rican white cheese,14203510,0,41,2,2.98,69,12.5,0.0,3,0,0.027,18.09,221,0.173,19.3,2.32,0.042,51.42,5.966,1.106,12.94,23.82,566,0.033,0.2,24,385,129,751,2.58,224,1.68,0.076,0.0,0.37,1.0
547,Cream cheese,"Cream cheese, regular, plain",14301010,1,59,2,5.52,101,26.8,0.0,7,0,0.091,6.15,303,0.23,8.6,3.76,0.023,52.62,8.907,1.483,20.213,34.44,97,0.018,0.11,9,107,132,314,0.5,308,0.22,0.056,0.0,0.86,2.1
555,Cheese spread,"Cheese spread, American or Cheddar cheese base, reduced fat",14410330,0,27,1,10.71,38,42.6,0.0,11,0,0.153,13.41,183,0.442,15.5,7.06,0.038,61.82,2.458,0.415,5.647,8.88,557,0.032,0.36,27,931,250,1102,1.81,185,1.17,0.099,0.0,0.46,0.0
556,Cream cheese spread,"Cream cheese spread, fat free",14410380,0,11,0,7.66,12,65.2,0.0,0,0,0.23,15.69,10,0.265,4.9,5.48,0.04,71.87,0.25,0.057,0.644,1.0,351,0.036,0.19,22,523,278,702,1.5,11,0.95,0.05,0.0,0.02,0.2
565,Imitation cheese,Imitation cheese,14502000,0,28,0,1.0,15,0.1,0.0,0,0,0.08,25.0,113,0.36,14.6,1.0,0.03,38.0,14.127,10.615,5.815,32.0,705,0.03,0.7,30,530,55,670,3.0,115,0.83,0.07,0.0,0.28,2.7
569,Cheese ball,Cheese ball,14610520,0,12,0,5.57,71,27.4,1.5,3,0,0.986,18.09,205,0.307,19.8,1.74,0.13,35.32,7.934,11.122,14.637,38.06,393,0.36,0.78,51,347,198,546,2.78,206,0.66,0.196,0.9,0.68,2.1
570,Artichoke dip,Artichoke dip,14620110,0,11,2,5.47,39,24.1,0.9,67,0,0.205,3.65,60,0.1,4.4,2.08,0.024,55.65,7.527,15.171,8.274,33.12,101,0.041,0.24,13,88,120,601,0.53,62,0.2,0.049,2.0,1.27,56.6
571,Spinach and artichoke dip,Spinach and artichoke dip,14620115,0,970,2,4.76,39,26.5,1.2,2145,0,0.241,4.0,60,0.12,5.1,1.52,0.029,55.79,7.524,15.211,8.291,33.21,118,0.053,0.46,22,90,138,614,0.56,141,0.2,0.05,1.6,1.74,128.2
572,Seafood dip,Seafood dip,14620130,0,10,2,3.89,73,30.2,0.2,6,0,0.132,5.97,60,0.09,10.7,1.95,0.018,54.56,7.54,15.243,8.288,33.25,117,0.058,0.44,12,105,93,708,0.73,61,0.3,0.04,1.5,1.39,54.6
573,Cheese dip with chili pepper,Cheese dip with chili pepper,14620150,0,112,30,11.14,9,7.9,0.7,67,300,0.136,3.14,22,0.065,3.2,1.95,0.012,73.72,2.762,3.643,2.491,9.51,98,0.004,0.14,8,200,105,796,0.41,33,0.25,0.043,0.4,1.86,17.6
574,Cheese dip,Cheese dip,14620200,0,7,0,7.66,8,3.1,0.3,2,0,0.584,3.24,19,0.087,4.6,0.29,0.076,74.1,5.066,4.339,3.097,13.02,74,0.023,0.53,6,53,24,651,0.35,20,0.09,0.013,0.0,1.23,12.3
575,Topping from cheese pizza,Topping from cheese pizza,14620300,0,223,0,7.62,45,14.3,1.0,109,7271,2.311,16.86,138,0.279,18.9,4.38,0.025,57.35,3.366,0.793,8.024,14.67,485,0.07,0.58,29,381,261,713,2.57,156,0.62,0.145,1.1,1.72,8.8
576,Topping from vegetable pizza,Topping from vegetable pizza,14620310,6,304,2,12.18,40,18.5,1.9,317,6399,2.189,15.59,121,0.257,17.1,5.75,0.045,52.83,4.803,0.891,7.622,15.61,455,0.153,2.18,32,348,311,805,2.39,146,0.54,0.212,17.3,2.03,10.6
577,Topping from meat pizza,Topping from meat pizza,14620320,0,141,0,5.65,68,36.8,0.7,69,4601,3.973,19.19,94,0.29,22.6,3.2,0.145,46.9,8.921,2.698,10.647,24.52,314,0.081,0.97,27,309,302,934,2.74,105,0.89,0.244,0.7,1.49,6.5
578,Topping from meat and vegetable pizza,Topping from meat and vegetable pizza,14620330,4,165,1,7.66,61,35.2,1.0,125,4123,3.655,17.55,84,0.268,20.4,4.09,0.144,49.29,8.0,2.445,9.55,22.03,286,0.093,0.97,27,285,322,837,2.5,98,0.8,0.272,11.0,1.42,7.4
579,Cheese fondue,Cheese fondue,14630100,0,31,1,1.93,68,10.6,0.0,3,0,0.157,19.31,186,0.204,15.4,0.53,0.03,55.05,5.788,0.966,12.415,21.2,639,0.032,0.3,27,401,85,303,2.8,188,1.09,0.053,0.0,0.3,1.4
580,Cheese souffle,Cheese souffle,14630200,0,15,3,6.29,144,76.3,0.1,145,0,0.32,9.45,178,0.282,15.9,2.46,0.057,66.86,4.139,1.031,8.669,15.7,192,0.033,0.74,15,185,132,327,1.2,179,0.39,0.072,0.0,0.63,1.1
581,Welsh rarebit,Welsh rarebit,14630300,0,33,0,6.33,26,14.6,0.1,0,0,0.223,7.49,147,0.212,7.7,4.22,0.055,72.4,3.682,1.481,5.377,12.12,241,0.01,0.14,16,177,151,280,1.07,150,0.38,0.049,0.1,0.61,5.2
582,Cheese sandwich,"Cheese sandwich, NFS",14640000,0,102,9,32.58,32,23.3,1.4,51,0,2.87,12.17,102,0.316,20.3,5.71,0.315,39.56,2.75,1.508,5.807,11.61,690,0.084,2.37,30,383,190,807,1.43,111,0.63,0.105,0.0,0.48,1.4
619,Grilled cheese sandwich,"Grilled cheese sandwich, NFS",14640100,0,131,8,28.7,44,21.7,1.2,43,0,2.527,10.77,175,0.282,17.9,5.03,0.224,37.52,5.11,2.798,9.447,19.22,610,0.074,2.08,26,339,170,790,1.26,187,0.54,0.226,0.0,1.46,6.5
632,Cheese sauce,Cheese sauce,14650100,0,7,0,7.66,8,3.1,0.3,2,0,0.584,3.24,19,0.087,4.6,0.29,0.076,74.1,5.066,4.339,3.097,13.02,74,0.023,0.53,6,53,24,651,0.35,20,0.09,0.013,0.0,1.23,12.3
633,Alfredo sauce,Alfredo sauce,14650160,0,27,0,1.48,46,6.4,0.0,0,0,0.025,2.37,157,0.075,2.7,0.88,0.008,79.26,3.8,0.64,9.518,15.12,67,0.011,0.05,5,50,39,558,0.3,159,0.12,0.015,0.2,0.38,1.3
634,Alfredo sauce with added vegetables,Alfredo sauce with added vegetables,14650165,2,114,22,2.32,35,7.8,0.3,121,0,0.436,2.28,120,0.103,3.0,1.43,0.021,82.25,2.908,0.524,7.295,11.64,54,0.048,0.16,7,51,97,428,0.32,131,0.1,0.053,10.1,0.4,2.0
635,Alfredo sauce with meat,Alfredo sauce with meat,14650170,0,22,0,1.2,54,20.3,0.0,0,0,0.971,6.72,128,0.094,6.2,0.72,0.015,74.96,4.493,0.613,8.943,15.44,59,0.024,0.51,7,77,88,528,1.41,130,0.6,0.08,0.1,0.33,1.4
636,Alfredo sauce with meat and added vegetables,Alfredo sauce with meat and added vegetables,14650175,2,93,18,1.88,45,21.4,0.3,98,0,1.305,6.64,98,0.116,6.4,1.16,0.026,77.39,3.768,0.519,7.137,12.61,49,0.054,0.59,9,78,135,422,1.42,107,0.58,0.111,8.2,0.35,1.9
637,Alfredo sauce with poultry,Alfredo sauce with poultry,14650180,0,22,0,1.2,54,18.1,0.0,0,0,1.735,7.1,130,0.093,7.2,0.72,0.021,76.53,3.544,0.837,8.062,13.59,59,0.027,0.23,9,87,85,522,0.61,132,0.25,0.1,0.1,0.35,1.1
638,Alfredo sauce with poultry and added vegetables,Alfredo sauce with poultry and added vegetables,14650185,2,93,18,1.88,45,19.2,0.3,98,0,2.068,7.03,100,0.116,7.5,1.16,0.032,78.95,2.82,0.743,6.256,10.76,48,0.057,0.32,11,88,133,416,0.63,109,0.23,0.131,8.2,0.37,1.6
639,Alfredo sauce with seafood,Alfredo sauce with seafood,14650190,0,22,0,1.76,66,22.9,0.0,0,0,0.127,6.11,142,0.069,11.4,0.72,0.009,77.63,3.116,0.614,7.78,12.56,74,0.042,0.49,10,90,98,545,0.5,143,1.92,0.015,0.5,0.52,1.1
640,Alfredo sauce with seafood and added vegetables,Alfredo sauce with seafood and added vegetables,14650195,2,93,18,2.43,57,24.0,0.3,98,0,0.461,6.04,112,0.091,11.6,1.16,0.02,80.05,2.391,0.52,5.974,9.74,64,0.072,0.58,12,91,145,440,0.52,120,1.9,0.046,8.6,0.54,1.6
641,Mozzarella sticks,"Mozzarella sticks, breaded, baked, or fried",14660200,0,25,2,25.14,36,9.9,2.0,43,0,0.781,14.75,97,0.261,18.9,2.36,0.103,38.44,4.328,4.982,6.848,18.33,334,0.066,0.62,21,318,108,861,2.07,99,0.96,0.074,0.0,0.77,22.9
642,Mozzarella cheese,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",14670000,60,358,1,3.86,18,8.0,0.8,238,1523,0.406,7.17,56,0.113,7.6,2.32,0.029,76.67,2.812,2.716,4.18,10.87,203,0.056,0.31,16,163,182,209,1.13,89,0.46,0.077,8.6,0.95,27.2
643,Cheddar cheese soup,"Cheddar cheese soup, home recipe, canned or ready-to-serve",14710100,0,3,0,8.12,6,15.1,1.1,1,0,0.211,2.06,64,0.121,2.8,4.3,0.033,85.32,0.758,0.09,1.814,2.97,80,0.051,0.08,12,67,96,369,0.29,64,0.26,0.038,0.1,0.3,2.5
644,Beer cheese soup,"Beer cheese soup, made with milk",14710200,139,370,4,6.52,45,9.3,0.3,30,0,0.541,6.19,145,0.169,8.5,0.8,0.056,69.88,3.659,0.616,9.224,15.43,162,0.026,0.37,10,116,67,303,0.88,182,0.26,0.037,0.3,0.45,2.7
645,Meat,"Meat, NFS",20000000,0,0,0,0.0,89,85.3,0.0,0,0,5.739,29.65,1,0.284,31.0,0.0,0.076,60.52,3.876,0.416,3.22,8.3,14,0.093,2.96,21,235,336,386,6.85,1,2.84,0.559,0.0,0.22,1.5
647,Meat sticks,"Meat sticks, baby food, NS as to type of meat",20000090,0,0,0,1.1,70,56.8,0.2,0,0,1.481,13.4,21,0.172,13.3,0.8,0.059,69.5,6.48,1.59,5.82,14.6,34,0.068,1.38,11,103,114,267,1.9,21,0.29,0.08,2.4,0.28,0.5
648,Ground meat,"Ground meat, NFS",20000200,0,0,0,0.0,87,80.2,0.0,0,0,5.07,25.54,3,0.175,21.3,0.0,0.047,56.32,7.497,0.495,6.453,16.82,24,0.08,2.47,20,192,302,396,6.2,3,2.7,0.364,0.0,0.12,1.7
649,Beef,"Beef, NS as to cut, cooked, NS as to fat eaten",21000100,0,0,0,0.0,81,93.0,0.0,0,0,7.908,29.23,1,0.237,33.7,0.0,0.082,62.46,2.926,0.333,2.643,6.75,16,0.083,2.38,23,238,371,387,5.77,1,1.98,0.676,0.0,0.3,1.5
652,Steak,"Steak, NS as to type of meat, cooked, NS as to fat eaten",21001000,0,0,0,0.0,81,93.0,0.0,0,0,7.908,29.23,1,0.237,33.7,0.0,0.082,62.46,2.926,0.333,2.643,6.75,16,0.083,2.38,23,238,371,387,5.77,1,1.98,0.676,0.0,0.3,1.5
657,Beef steak,"Beef steak, NS as to cooking method, NS as to fat eaten",21101000,0,0,0,0.0,81,93.0,0.0,0,0,7.908,29.23,1,0.237,33.7,0.0,0.082,62.46,2.926,0.333,2.643,6.75,16,0.083,2.38,23,238,371,387,5.77,1,1.98,0.676,0.0,0.3,1.5
694,Corned beef,"Corned beef, cooked, NS as to fat eaten",21416000,0,0,0,0.47,98,69.2,0.0,0,0,3.03,18.17,0,0.17,32.8,0.0,0.026,59.79,9.22,0.67,6.34,18.98,8,0.154,1.86,12,125,145,973,4.58,0,1.63,0.23,0.0,0.16,1.5
698,Beef brisket,"Beef brisket, cooked, NS as to fat eaten",21417100,0,0,0,0.0,92,112.4,0.0,0,0,3.679,29.5,0,0.218,24.3,0.0,0.069,57.23,4.611,0.298,3.6,10.0,6,0.118,2.79,23,239,283,392,6.83,0,2.58,0.288,0.0,0.14,1.6
702,Ground beef,"Ground beef, raw",21500000,0,0,0,0.0,71,57.3,0.0,0,0,4.305,17.44,4,0.151,15.2,0.0,0.043,62.58,8.48,0.505,7.291,19.07,17,0.062,1.97,17,160,274,66,4.23,4,2.15,0.328,0.0,0.17,1.7
704,Ground beef patty,"Ground beef patty, cooked",21500310,0,0,0,0.0,87,79.4,0.0,0,0,4.919,25.45,3,0.175,21.3,0.0,0.048,55.2,8.194,0.514,6.95,18.18,27,0.077,2.41,20,190,294,383,6.17,3,2.75,0.356,0.0,0.12,1.9
709,Beef jerky,Beef jerky,21602100,0,0,0,11.0,48,109.1,1.8,0,0,1.732,33.2,0,0.142,10.7,9.0,0.154,23.36,11.305,1.011,10.85,25.6,20,0.227,5.42,51,407,597,1785,8.11,0,0.99,0.179,0.0,0.49,2.3
713,Pork,"Pork, NS as to cut, cooked, NS as to fat eaten",22000100,0,0,0,0.0,84,74.6,0.0,0,0,8.2,27.69,1,0.249,47.7,0.0,0.565,59.13,5.068,1.578,3.274,10.5,8,0.068,0.5,31,276,459,514,1.92,1,0.64,0.558,0.0,0.2,0.0
725,Pork jerky,Pork jerky,22002800,0,0,0,11.0,48,109.1,1.8,0,0,1.732,33.2,0,0.142,10.7,9.0,0.154,23.36,11.305,1.011,10.85,25.6,20,0.227,5.42,51,407,597,1785,8.11,0,0.99,0.179,0.0,0.49,2.3
726,Pork chop,"Pork chop, NS as to cooking method, NS as to fat eaten",22101000,0,0,0,0.0,84,74.6,0.0,0,0,8.2,27.69,1,0.249,47.7,0.0,0.565,59.13,5.068,1.578,3.274,10.5,8,0.068,0.5,31,276,459,514,1.92,1,0.64,0.558,0.0,0.2,0.0
750,Pork steak or cutlet,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",22201000,0,0,0,0.06,82,96.4,0.0,0,0,4.337,22.96,1,0.46,34.8,0.0,0.469,58.69,6.683,2.049,5.581,15.86,16,0.128,1.14,24,234,382,490,3.99,1,1.1,0.417,0.0,0.29,0.0
773,Ham,"Ham, fried, NS as to fat eaten",22300120,0,0,0,1.27,52,76.2,0.0,0,0,5.281,19.13,6,0.222,25.1,1.09,0.543,64.68,5.129,2.999,2.825,11.53,7,0.13,1.05,18,243,318,1128,2.1,6,0.52,0.359,0.0,0.86,6.1
790,Pork roast,"Pork roast, NS as to cut, cooked, NS as to fat eaten",22400100,0,0,0,0.0,81,92.3,0.0,0,0,5.526,26.86,3,0.31,33.1,0.0,0.98,57.03,6.456,1.2,5.325,14.53,19,0.056,0.98,26,240,405,381,2.3,3,0.7,0.512,0.6,0.19,0.0
796,Fried pork chunks,"Fried pork chunks, Puerto Rican style",22402510,0,1,0,0.86,109,94.9,0.1,3,0,10.45,35.33,1,0.305,54.3,0.03,0.766,49.5,4.874,1.441,4.004,11.35,15,0.096,0.74,41,336,529,489,2.56,1,0.78,0.797,0.5,0.23,0.8
803,Pork roll,"Pork roll, cured, fried",22431000,0,0,0,4.49,69,66.8,0.0,0,0,3.444,13.07,0,0.172,22.3,0.0,0.31,50.44,14.18,2.655,10.353,28.39,0,0.05,0.63,14,147,399,1377,1.55,0,0.44,0.213,0.0,0.56,1.3
804,Canadian bacon,"Canadian bacon, cooked",22501010,0,0,0,1.8,67,104.8,0.0,0,0,9.988,28.31,0,0.185,50.4,1.2,0.669,62.5,1.255,0.485,1.039,2.78,7,0.063,0.56,27,309,999,993,1.73,0,0.43,0.28,0.0,0.41,0.2
805,Bacon,"Bacon, NS as to type of meat, cooked",22600100,0,0,0,1.7,99,89.5,0.0,0,0,10.457,33.92,11,0.232,50.7,0.0,0.56,23.65,15.53,6.112,11.964,35.09,11,0.105,0.95,31,388,499,1684,3.06,11,1.09,0.535,0.0,0.42,0.0
807,Pork bacon,"Pork bacon, NS as to fresh, smoked or cured, cooked",22600200,0,0,0,1.7,99,89.5,0.0,0,0,10.457,33.92,11,0.232,50.7,0.0,0.56,23.65,15.53,6.112,11.964,35.09,11,0.105,0.95,31,388,499,1684,3.06,11,1.09,0.535,0.0,0.42,0.0
810,Bacon or side pork,"Bacon or side pork, fresh, cooked",22601040,0,0,0,1.7,99,89.5,0.0,0,0,10.457,33.92,11,0.232,50.7,0.0,0.56,23.65,15.53,6.112,11.964,35.09,11,0.105,0.95,31,388,499,1684,3.06,11,1.09,0.535,0.0,0.42,0.0
812,Salt pork,"Salt pork, cooked",22621000,0,0,0,0.0,84,40.7,0.0,0,0,1.183,2.68,9,0.076,4.5,0.0,0.08,9.98,36.64,10.744,31.339,81.93,11,0.034,0.17,3,41,47,2039,0.35,9,0.2,0.073,0.0,0.34,0.0
813,Fat back,"Fat back, cooked",22621100,0,0,0,0.0,84,40.7,0.0,0,0,1.183,2.68,9,0.076,4.5,0.0,0.08,9.98,36.64,10.744,31.339,81.93,11,0.034,0.17,3,41,47,2039,0.35,9,0.2,0.073,0.0,0.34,0.0
821,Pork ears,"Pork ears, tail, head, snout, miscellaneous parts, cooked",22705010,0,0,0,0.0,87,79.4,0.0,0,0,5.997,26.14,2,0.288,41.7,0.0,0.606,58.05,5.926,1.506,4.852,13.77,20,0.089,1.1,24,219,338,379,3.04,2,0.69,0.537,0.1,0.13,0.0
826,Pork skin rinds,Pork skin rinds,22709010,0,0,0,0.0,95,164.5,0.0,0,0,1.549,61.3,12,0.283,41.0,0.0,0.099,1.8,14.78,3.64,11.37,31.3,30,0.094,0.88,11,85,127,1818,0.56,12,0.64,0.023,0.5,0.53,0.0
827,Pork skin,"Pork skin, boiled",22709110,0,0,0,0.0,78,32.6,0.0,0,0,3.094,7.0,24,0.198,11.4,0.0,0.208,26.04,28.746,11.442,23.657,65.55,22,0.089,0.46,9,108,124,378,0.74,24,0.54,0.19,0.0,0.0,0.0
829,Meat stick,"Meat stick, baby food",22820000,0,0,0,1.1,70,56.8,0.2,0,0,1.481,13.4,21,0.172,13.3,0.8,0.059,69.5,6.48,1.59,5.82,14.6,34,0.068,1.38,11,103,114,267,1.9,21,0.29,0.08,2.4,0.28,0.5
830,Lamb,"Lamb, NS as to cut, cooked",23000100,0,0,0,0.0,96,92.9,0.0,0,0,6.605,24.32,0,0.248,26.2,0.0,0.099,53.28,8.747,1.497,8.756,20.77,17,0.118,1.86,23,186,307,394,4.42,0,2.53,0.129,0.0,0.14,4.6
831,Lamb chop,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",23101000,0,0,0,0.0,99,93.0,0.0,0,0,7.041,24.96,0,0.248,27.2,0.0,0.099,51.14,9.619,1.666,9.748,22.89,20,0.129,1.8,24,194,324,399,3.45,0,2.45,0.129,0.0,0.13,4.8
843,Lamb hocks,"Lamb hocks, cooked",23111010,0,0,0,0.0,105,109.1,0.0,0,0,5.415,28.13,0,0.188,30.3,0.0,0.05,56.33,5.633,0.962,5.583,13.35,20,0.122,2.12,22,165,255,394,7.63,0,2.26,0.099,0.0,0.18,4.3
848,Goat,"Goat, boiled",23150100,0,0,0,0.0,74,105.5,0.0,0,0,3.917,26.87,0,0.605,11.7,0.0,0.089,67.64,1.349,0.228,0.922,3.0,17,0.3,3.7,0,199,402,408,5.23,0,1.18,0.0,0.0,0.34,1.2
851,Goat head,"Goat head, cooked",23150270,0,23,0,0.48,1064,231.3,0.0,0,0,3.809,21.82,0,0.476,15.0,0.0,0.082,69.82,1.519,0.687,1.401,5.46,15,0.277,3.23,4,243,349,415,3.86,2,4.1,0.047,3.4,0.77,0.8
852,Goat ribs,"Goat ribs, cooked",23150300,0,0,0,0.0,74,105.5,0.0,0,0,3.917,26.87,0,0.605,11.7,0.0,0.089,67.64,1.349,0.228,0.922,3.0,17,0.3,3.7,0,199,402,408,5.23,0,1.18,0.0,0.0,0.34,1.2
853,Veal,"Veal, NS as to cut, cooked, NS as to fat eaten",23200100,0,0,0,0.0,113,115.6,0.0,0,0,7.904,29.85,0,0.317,12.2,0.0,0.06,56.61,4.363,0.793,4.244,11.3,22,0.113,1.14,26,237,322,409,4.72,0,1.56,0.307,0.0,0.4,6.5
856,Veal chop,"Veal chop, NS as to cooking method, NS as to fat eaten",23201010,0,0,0,0.0,102,98.9,0.0,0,0,8.786,24.59,0,0.278,10.9,0.0,0.05,60.23,4.74,0.803,5.216,12.22,19,0.109,0.86,25,210,322,415,3.0,0,1.23,0.337,0.0,0.44,5.5
865,Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",23204010,0,0,0,0.0,119,131.1,0.0,0,0,11.211,33.67,0,0.347,14.3,0.0,0.064,56.44,2.772,0.521,2.821,7.28,7,0.1,1.09,30,262,401,393,3.56,0,1.3,0.421,0.0,0.45,6.0
878,Mock chicken legs,"Mock chicken legs, cooked",23220020,0,0,0,5.27,87,77.6,0.2,8,0,5.037,20.75,3,0.3,18.8,0.02,0.278,58.12,5.618,2.431,4.346,13.79,22,0.109,1.13,22,188,286,578,3.41,3,1.11,0.281,0.1,0.64,6.5
879,Veal patty,"Veal patty, breaded, cooked",23220030,0,0,0,8.63,79,103.9,0.5,28,0,5.975,22.23,9,0.317,20.8,0.75,0.139,50.62,7.555,2.423,5.388,17.11,38,0.112,1.42,42,218,235,432,2.24,9,2.04,0.412,0.0,0.73,5.3
880,Rabbit,"Rabbit, NS as to domestic or wild, cooked",23310000,0,0,0,0.0,86,120.7,0.0,0,0,7.13,30.25,0,0.169,38.3,0.0,0.06,58.58,2.261,1.623,2.5,8.38,20,0.175,2.36,20,225,299,199,2.36,0,6.48,0.339,0.0,0.44,1.6
884,Venison/deer,"Venison/deer, NFS",23321000,0,0,0,0.0,112,133.4,0.0,0,0,7.389,36.08,0,0.653,17.6,0.0,0.152,59.45,0.89,0.261,2.227,3.93,6,0.283,4.98,28,260,311,267,8.59,0,3.04,0.478,0.0,0.75,1.5
887,Venison/deer steak,"Venison/deer steak, cooked, NS as to cooking method",23321200,0,0,0,0.0,78,111.6,0.0,0,0,10.613,29.8,0,0.506,13.1,0.0,0.276,66.18,0.649,0.185,1.434,2.61,6,0.224,4.04,30,273,393,475,3.58,0,1.8,0.746,0.0,0.61,1.2
889,Venison/deer jerky,Venison/deer jerky,23321900,0,0,0,14.72,129,122.8,0.0,0,0,6.319,32.2,0,0.406,14.9,14.75,0.445,23.39,7.32,1.907,9.604,22.41,18,0.208,4.32,26,253,391,2955,6.22,0,1.94,0.343,0.0,0.74,1.8
890,Deer sausage,Deer sausage,23322100,6,11,11,4.29,57,29.7,0.0,0,11,2.321,10.91,17,0.065,11.6,2.05,0.03,55.31,12.198,1.182,10.487,26.13,21,0.053,1.29,13,154,351,1013,1.93,19,1.19,0.157,15.2,0.56,2.4
891,Deer chop,"Deer chop, cooked",23322300,0,0,0,0.0,73,105.0,0.0,0,0,9.994,28.06,0,0.477,12.4,0.0,0.261,62.32,3.003,1.853,2.772,8.28,6,0.211,3.8,28,257,370,448,3.37,0,1.7,0.702,0.0,0.95,4.3
892,Venison/deer ribs,"Venison/deer ribs, cooked",23322350,0,0,0,0.0,112,133.4,0.0,0,0,7.389,36.08,0,0.653,17.6,0.0,0.152,59.45,0.89,0.261,2.227,3.93,6,0.283,4.98,28,260,311,267,8.59,0,3.04,0.478,0.0,0.75,1.5
894,Moose,"Moose, cooked",23323100,0,0,0,0.0,78,114.9,0.0,0,0,5.238,29.15,0,0.339,12.7,0.0,0.05,67.55,0.199,0.309,0.289,0.97,6,0.079,4.2,24,175,333,231,3.66,0,6.28,0.368,5.0,0.2,1.2
895,Bear,"Bear, cooked",23323500,0,0,0,0.0,98,121.8,0.0,0,0,3.336,32.28,0,0.817,11.2,0.0,0.1,53.33,5.636,2.39,3.525,13.33,5,0.147,10.68,23,169,262,233,10.23,0,2.46,0.289,0.0,0.49,1.8
896,Caribou,"Caribou, cooked",23324100,0,0,0,0.0,109,122.1,0.0,0,0,5.766,29.64,0,0.896,13.5,0.0,0.249,62.17,1.324,0.617,1.693,4.4,22,0.262,6.14,27,232,309,222,5.24,0,6.61,0.319,3.0,0.4,1.4
897,Bison,"Bison, cooked",23326100,0,0,0,0.0,82,114.3,0.0,0,0,3.694,28.32,0,0.269,35.4,0.0,0.1,66.26,0.946,0.239,0.906,2.41,8,0.107,3.41,26,208,359,219,3.66,0,2.85,0.398,0.0,0.36,1.3
898,Ground hog,"Ground hog, cooked",23331100,0,0,0,0.0,83,63.1,0.0,0,0,6.341,25.96,2,0.292,41.6,0.0,0.676,59.18,5.734,1.361,4.683,13.6,20,0.07,0.93,24,221,344,217,2.55,2,0.68,0.559,0.1,0.12,0.0
899,Opossum,"Opossum, cooked",23332100,0,0,0,0.0,128,116.0,0.0,0,0,8.395,30.07,0,0.368,18.1,0.0,0.1,58.06,3.757,2.971,1.201,10.16,17,0.188,4.62,34,277,436,220,2.27,0,8.26,0.468,0.0,0.44,1.6
900,Squirrel,"Squirrel, cooked",23333100,0,0,0,0.0,120,122.4,0.0,0,0,4.621,30.64,0,0.289,15.0,0.0,0.06,61.81,1.779,1.676,0.538,4.67,3,0.147,6.78,28,210,351,280,1.77,0,6.48,0.368,0.0,0.4,1.4
901,Beaver,"Beaver, cooked",23334100,0,0,0,0.0,117,129.4,0.0,0,0,2.191,34.7,0,0.309,42.9,0.0,0.05,57.68,1.882,1.344,2.061,6.93,22,0.188,9.96,29,291,401,221,2.26,0,8.26,0.468,3.0,0.45,1.6
902,Raccoon,"Raccoon, cooked",23335100,0,0,0,0.0,97,114.9,0.0,0,0,4.66,29.08,0,0.518,17.9,0.0,0.588,54.08,5.188,2.081,4.053,14.44,14,0.188,7.07,30,260,396,241,2.26,0,8.26,0.468,0.0,0.49,1.7
903,Armadillo,"Armadillo, cooked",23340100,0,0,0,0.0,77,116.9,0.0,0,0,4.192,28.18,0,0.139,12.9,0.0,0.309,63.6,1.703,0.637,1.295,4.36,16,0.056,1.12,27,133,394,222,3.0,0,0.7,0.416,0.0,0.38,1.4
904,Wild pig,"Wild pig, smoked",23345100,0,0,0,0.0,76,115.3,0.0,0,0,4.136,27.8,0,0.138,12.8,0.0,0.305,62.75,1.68,0.629,1.277,4.3,17,0.055,1.1,27,132,389,743,2.96,0,0.69,0.411,0.0,0.37,1.4
905,Ostrich,"Ostrich, cooked",23350100,0,0,0,0.0,82,65.2,0.0,0,0,6.502,25.93,0,0.266,33.2,0.0,0.211,66.56,2.138,0.733,1.778,7.01,8,0.135,3.4,23,222,320,402,4.29,0,5.69,0.497,0.0,0.24,3.5
